offer_id	organization_id	discount	recommended_revenue	recommended_pid	recommended_pid_name	physical_channel	published_revenue	new_potential_revenue	shipments	wps	product_cluster	industry_code	contactrole	reason_for_lead	lead_source_type	primary_competitor
CL_O_114028920439	DHL CL	54.999675676677455	69.18017647058824	NULL	TDI_45%	E-Commerce	129.5004	66.54	2	30.0	TDImport	FASHFASH	Influencer	Campaign	Liveball	FedEx
CL_O_114028025699	DHL CL	50.0	58.436470588235295	NULL	TDE_42%	Freight Forwarders	103.1832	61.2	2	30.0	TDExport	CSMRCSDU	Influencer	Cash Customer	CSV	UPS
CL_O_114074126902	DHL CL	50.877192982456144	24.31694117647059	NULL	TDE_33%	E-Commerce	36.936	18.0	12	0.5	TDExport	FASHEYES	Influencer	Cash Customer	CSV	Correos de Chile
CL_O_114302699758	DHL CL	60.24954452603103	46.76391176470588	NULL	TDI_40%	E-Commerce	76.0746	60.48	20	0.5	TDImport	RETLSPRT	Influencer	Campaign	Liveball	OTHER
CL_O_114937566972	DHL CL	70.00004957931947	207.55623529411764	NULL	TDI_59%	E-Commerce	484.0728	30.06	4	60.0	TDImport	FASHFASH	Decision Maker	Cash Customer	CSV	UPS
CL_O_113515684056	DHL CL	59.99842404901207	51.88976470588236	NULL	TDE_41%	Freight Forwarders	91.3734	102.0	12	4.0	TDExport	PROFLOGS	Decision Maker	Advertising	CSV	FedEx
CL_O_115753557855	DHL CL	69.99633803963054	262.35	NULL	TDE_68%	E-Commerce	737.31	540.0	50	5.0	TDExport	ENGMINDE	Decision Maker	Website	CSV	Freight Forwarder
CL_O_114446851959	DHL CL	65.00017935289475	41.550176470588234	NULL	TDE_39%	Wholesalers	66.9072	9.06	2	23.25	TDExport	PROFSVCP	Decision Maker	Website	CSV	NONE
CL_O_113335303194	DHL CL	55.00137023842149	124.70294117647059	NULL	TDE_52%	Wholesalers	262.728	261.0	30	5.0	TDExport	PROFCLPS	Influencer	Cash Customer	CSV	Other
CL_O_115406330027	DHL CL	78.06891582118857	197.2051764705882	NULL	TDE_60%	E-Commerce	459.6216	96.0	100	1.4	TDExport	CSMRCSDU	Influencer	Cash Customer	CSV	UPS
CL_O_114460547171	DHL CL	72.99995913924973	660.9164117647058	NULL	TDE_81%	e-commerce	3392.0082	390.0	21	127.52	TDExport	TECHDIST	Decision Maker	NULL	Manual	FedEx
CL_O_114471212730	DHL CL	64.99991545056395	275.05764705882353	NULL	TDI_62%	NULL	709.644	540.0	20	15.0	TDImport	OTHROTHR	Decision Maker	Cash Customer	CSV	FedEx
CL_O_114450444684	DHL CL	40.00081088203694	37.36358823529412	NULL	TDE_38%	NULL	59.1948	63.0	2	32.0	TDExport	TECHCSEL	Influencer	Cash Customer	CSV	OTHER
CL_O_114435994328	DHL CL	50.0	44.775882352941174	NULL	TDI_40%	NULL	73.2	42.0	5	10.0	TDImport	AUTOCM12	Influencer	Campaign	Liveball	UPS
CL_O_114458321671	DHL CL	59.997929984179166	118.98538235294117	NULL	TDE_52%	E-Commerce	243.4764	270.0	25	5.0	TDExport	FASHFASH	Decision Maker	NULL	Manual	FedEx
CL_O_114470753111	DHL CL	69.29939648386251	86.52352941176471	NULL	TDE_47%	NULL	160.062	49.14	30	2.0	TDExport	OTHROTHR	Influencer	Cash Customer	CSV	UPS
CL_O_114470414891	DHL CL	59.999920950803734	145.5494117647059	NULL	TDI_53%	NULL	303.6084	168.0	4	80.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	OTHER
CL_O_114421356235	DHL CL	60.00473476841909	43.638882352941174	NULL	TDI_FTB1803	NULL	70.9644	20.52	2	15.0	TDImport	RETLSPRT	Influencer	Campaign	Liveball	Other
CL_O_115908324538	DHL CL	54.99335805063744	97.67999999999999	NULL	TDE_47%	NULL	151.311	510.0	5	20.0	TDExport	ENGMMINE	Approver	Existing Customer	DHL Website	Other
CL_O_114481334909	DHL CL	60.01371424335369	39.639264705882354	NULL	TDI_FTB1803	NULL	64.7502	25.8	1	30.0	TDImport	LSHEMEDD	Influencer	New Customer - New Business	ISL	Other
CL_O_113336868530	DHL CL	40.00244289727616	30.595588235294116	NULL	TDE_37%	NULL	49.122	53.4	5	5.0	TDExport	CSMRCSDU	Influencer	Cash Customer	CSV	FedEx
CL_O_114491497619	DHL CL	59.99720129673251	63.227647058823536	NULL	TDI_FTB1803	NULL	102.9048	40.8	4	10.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Other
CL_O_114500552651	DHL CL	73.99845619451949	527.1529411764706	NULL	TD3_67%	E-Commerce	1554.6	840.0	200	1.0	TD3rd	PROFLOGS	Decision Maker	NULL	Manual	Other
CL_O_114516616563	DHL CL	33.000503440174526	11.034088235294117	NULL	TDE_25%	NULL	14.3016	21.9312	1	5.0	TDExport	AUTOCM12	Influencer	Cash Customer	CSV	FedEx
CL_O_114535513353	DHL CL	40.00031747543534	50.35235294117647	NULL	TD3_35%	NULL	75.5964	165.66	1	30.0	TD3rd	AUTOCM12	Influencer	Consignee	ISL	Other
CL_O_114412277408	DHL CL	59.99953354945542	218.58882352941177	NULL	TDI_59%	NULL	514.524	240.0	20	10.0	TDImport	PROFLOGS	Influencer	Cash Customer	CSV	FedEx
CL_O_114344985482	DHL CL	74.99992559678816	173.44676470588234	NULL	TDI_58%	E-Commerce	403.2084	494.4	2	100.0	TDImport	TECHCSEL	Decision Maker	New Customer - New Business	ISL	NULL
CL_O_114242837388	DHL CL	59.99981792857338	220.18941176470585	NULL	TDI_59%	NULL	527.2656	210.9	8	50.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	FedEx
CL_O_114242878722	DHL CL	57.99993453855134	61.615941176470585	NULL	TDI_45%	NULL	109.9884	49.44	2	25.0	TDImport	TECHNTWK	Influencer	Cash Customer	CSV	Other
CL_O_114266208624	DHL CL	43.00000000000001	19.38988235294118	NULL	TDI_35%	NULL	29.28	45.0	2	10.0	TDImport	ENGMCSEQ	Influencer	Cash Customer	CSV	OTHER
CL_O_113351261303	DHL CL	75.0004039685874	77.81011764705882	NULL	TDI_47%	NULL	148.5264	48.0	7	7.94	TDImport	ENGMMINE	Influencer	Referral	Manual	FedEx
CL_O_114289622292	DHL CL	50.000293363530226	59.76635294117647	NULL	TDI_43%	NULL	102.2622	54.0	1	50.0	TDImport	LSHECLTR	Influencer	Cash Customer	CSV	OTHER
CL_O_114291112103	DHL CL	39.995325919722674	19.255235294117647	NULL	TDD_15%	NULL	22.653088235294117	54.0	35	0.5	TDDom	PROFLOGS	Influencer	Cash Customer	CSV	Correos de Chile
CL_O_114301693878	DHL CL	62.00006968883933	176.4215294117647	NULL	TD3_50%	NULL	344.388	177.0	4	30.0	TD3rd	CSMRCSDU	Influencer	New Customer - New Business	ISL	FedEx
CL_O_114302243768	DHL CL	62.99976024192364	166.9159411764706	NULL	TDI_58%	NULL	387.891	156.0	6	43.33	TDImport	TECHETCO	Influencer	Cash Customer	CSV	UPS
CL_O_114303003363	DHL CL	50.00082715038421	18.13464705882353	NULL	TDD_15%	NULL	21.334764705882353	111.0	6	10.0	TDDom	PROFLOGS	Influencer	Cash Customer	CSV	FedEx
CL_O_114314535291	DHL CL	65.00002313229824	217.9145294117647	NULL	TDI_59%	NULL	518.7552	212.64	7	40.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114329670457	DHL CL	55.0	99.20611764705883	NULL	TDI_49%	NULL	190.368	54.0	4	40.0	TDImport	LSHEMEDD	Influencer	Cash Customer	CSV	OTHER
CL_O_114339487035	DHL CL	79.7087057265806	113.78823529411764	NULL	TDE_52%	NULL	232.0128	390.0	64	0.5	TDExport	CSMRPERS	Approver	New Customer - New Business	Campaign	UPS
CL_O_114341502080	DHL CL	45.00088614325139	55.339058823529406	NULL	TDI_43%	NULL	94.7928	90.0	4	15.0	TDImport	OTHROTHR	Influencer	Cash Customer	CSV	FedEx
CL_O_114344224480	DHL CL	45.00081628845302	46.636676470588235	NULL	TDI_41%	NULL	77.1786	36.0	3	10.0	TDImport	TECHCSEL	Influencer	Campaign	Liveball	FedEx
CL_O_114344503018	DHL CL	19.99803571720875	5.013088235294118	NULL	TDD_07%	NULL	5.3903823529411765	75.0	5	2.0	TDDom	PROFLOGS	Influencer	Campaign	Liveball	OTHER
CL_O_114359205612	DHL CL	19.99890490299265	12.617823529411766	NULL	TDD_13%	NULL	14.50314705882353	30.24	10	3.0	TDDom	OTHROTHR	Decision Maker	Cash Customer	CSV	Other
CL_O_114401825327	DHL CL	49.97266714043623	54.84317647058823	NULL	TDE_FTB1803	NULL	87.8064	53.4	4	10.0	TDExport	FASHFASH	Decision Maker	New Customer - New Business	External Database	FedEx
CL_O_114569209859	DHL CL	50.002720835365714	66.88411764705882	NULL	TDD_25%	NULL	89.18108823529411	74.46	90	1.5	TDDom	CSMRCSDU	Influencer	Cash Customer	CSV	Correos de Chile
CL_O_114547744738	DHL CL	74.99949297260024	282.7875	NULL	TDI_62%	NULL	739.605	318.0	25	20.0	TDImport	CSMRCSDU	Decision Maker	Website	CSV	FedEx
CL_O_114832130098	DHL CL	70.00321853878339	133.66764705882352	NULL	TDI_53%	E-Commerce	279.63	480.0	50	2.0	TDImport	TECHDIST	Decision Maker	NULL	Manual	UPS
CL_O_114841217958	DHL CL	30.000087333956316	8.991794117647059	NULL	TDD_11%	NULL	10.103205882352942	66.0	5	5.0	TDDom	OTHROTHR	Influencer	Cash Customer	CSV	FedEx
CL_O_114844527110	DHL CL	74.00071045553733	110.35323529411764	NULL	TDI_49%	NULL	212.8212	84.0	6	25.0	TDImport	FASHFASH	Influencer	Cash Customer	CSV	OTHER
CL_O_114881065020	DHL CL	73.00165055411459	176.27876470588234	NULL	TDI_58%	NULL	409.6806	300.0	23	10.0	TDImport	CSMRCSDU	Influencer	Competitor Activity	ISL	Other
CL_O_114895309200	DHL CL	40.00088841506751	34.48094117647059	NULL	TDE_38%	NULL	54.0288	79.02	4	8.0	TDExport	OTHROTHR	User	New Customer - New Business	External Database	OTHER
CL_O_114899659124	DHL CL	68.00004316997097	326.19670588235294	NULL	TDI_62%	NULL	833.913	285.0	15	40.33	TDImport	ENGMCSEQ	Influencer	Cash Customer	CSV	Other
CL_O_114910382255	DHL CL	59.999856298095224	126.36132352941176	NULL	TDI_51%	NULL	250.5186	60.0	3	40.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	Freight Forwarder
CL_O_114929716748	DHL CL	50.076689422874495	14.814264705882355	NULL	TDE_29%	NULL	19.9506	158.94	9	0.5	TDExport	ENGMMINE	Decision Maker	Website	CSV	Freight Forwarder
CL_O_114931104067	DHL CL	71.50868306801736	53.20923529411765	NULL	TDE_41%	NULL	86.2368	90.0	10	5.0	TDExport	PROFLOGS	Influencer	Cash Customer	CSV	Other
CL_O_114950680876	DHL CL	9.998255103821322	1.001294117647059	NULL	TDD_01%	NULL	1.0113529411764706	46.8	2	0.5	TDDom	ENGMINDE	Influencer	Cash Customer	CSV	Other
CL_O_114960789903	DHL CL	10.000298605512256	2.807205882352941	NULL	TDD_05%	NULL	2.9549117647058822	74.88	1	10.0	TDDom	FASHFASH	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114968846995	DHL CL	40.00076344619613	11.010970588235294	NULL	TDI_33%	NULL	15.7182	9.42	1	5.0	TDImport	CSMRFMCG	Influencer	Cash Customer	CSV	Other
CL_O_114975858752	DHL CL	65.00115660421004	130.17264705882351	NULL	TDE_52%	NULL	259.38	120.0	30	5.0	TDExport	PROFLOGS	Influencer	Campaign	Liveball	Other
CL_O_114978351760	DHL CL	50.000293363530226	61.03588235294118	NULL	TDI_43%	NULL	102.2622	48.0	1	50.0	TDImport	ENGMCSEQ	Influencer	Campaign	Liveball	Other
CL_O_114985227667	DHL CL	35.001175226231055	15.182823529411765	NULL	TDE_29%	NULL	20.4216	28.68	1	9.0	TDExport	FASHFASH	Approver	Website	CSV	Other
CL_O_113300634057	DHL CL	50.0004843740918	67.503	NULL	TDI_45%	NULL	123.8712	90.0	7	11.57	TDImport	ENGMINDE	Influencer	Website	CSV	FedEx
CL_O_114987011662	DHL CL	45.00133603084323	21.204705882352943	NULL	TDI_36%	NULL	31.4364	12.0	2	5.0	TDImport	FASHFASH	Influencer	Cash Customer	CSV	Other
CL_O_113300308371	DHL CL	68.00133244503664	11.957647058823529	NULL	TDI_33%	NULL	18.012	153.0	2	5.0	TDImport	OTHROTHR	Influencer	Cash Customer	CSV	Correos de Chile
CL_O_115010128052	DHL CL	54.99992156985772	25.501941176470588	NULL	TDI_36%	NULL	38.2506	29.16	1	12.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Chile Express
CL_O_115012590885	DHL CL	45.0004642094513	30.23567647058823	NULL	TDI_36%	NULL	45.2382	24.84	1	20.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	Other
CL_O_115023019789	DHL CL	56.99982219851536	132.34226470588237	NULL	TDI_53%	NULL	269.964	60.0	5	45.8	TDImport	CSMRCSDU	Influencer	Website	CSV	FedEx
CL_O_115023670365	DHL CL	54.998142521997124	28.78191176470588	NULL	TDD_17%	NULL	34.677	120.0	30	2.0	TDDom	FASHFASH	Approver	Campaign	Liveball	Other
CL_O_115041145846	DHL CL	74.00013690361362	575.3911764705882	NULL	TDE_81%	E-Commerce	2892.546	900.0	30	70.0	TDExport	RETLGMSP	Decision Maker	NULL	Manual	FedEx
CL_O_115041529250	DHL CL	45.000474788719025	61.390941176470584	NULL	TDE_42%	NULL	101.0976	48.0	4	20.0	TDExport	CSMRCSDU	Influencer	Cash Customer	CSV	OTHER
CL_O_114546302179	DHL CL	59.99987080687566	131.77323529411765	NULL	TDI_53%	NULL	278.6526	144.0	3	45.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114787165263	DHL CL	67.99990612367033	350.60532352941175	NULL	TDI_62%	NULL	920.3598	180.0	9	50.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114242630098	DHL CL	69.99997095602598	319.83344117647056	NULL	TDI_62%	NULL	826.3332	180.0	5	130.0	TDImport	CSMRCSDU	Influencer	Website	CSV	FedEx
CL_O_114569861778	DHL CL	55.00000000000001	90.04658823529412	NULL	TDI_49%	NULL	175.68	6.0	12	10.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	FedEx
CL_O_114570249321	DHL CL	59.99994047743053	103.3340294117647	NULL	TDI_49%	NULL	201.6042	72.0	1	100.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	FedEx
CL_O_114572019430	DHL CL	60.0	210.60529411764708	NULL	TDI_59%	NULL	511.92	60.0	20	20.0	TDImport	AUTOCM12	Influencer	Cash Customer	CSV	FedEx
CL_O_114584046561	DHL CL	45.00050790640978	11.84285294117647	NULL	TDI_33%	NULL	17.7198	24.0	1	6.0	TDImport	LSHEHCDB	Decision Maker	Cash Customer	CSV	FedEx
CL_O_114598992646	DHL CL	59.99978179517113	148.4989411764706	NULL	TDI_55%	NULL	329.9652	72.0	6	25.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114674147766	DHL CL	60.016183925553946	121.09323529411763	NULL	TDE_52%	NULL	252.102	216.0	5	40.0	TDExport	LSHEHCSV	Influencer	Cash Customer	CSV	FedEx
CL_O_114683686882	DHL CL	58.99969104090474	122.32852941176469	NULL	TDI_51%	NULL	250.5186	102.66	3	40.0	TDImport	LSHEHCDB	Influencer	Website	CSV	Other
CL_O_114683797012	DHL CL	45.00030007630512	42.54123529411765	NULL	TDE_39%	NULL	69.9822	168.0	1	50.0	TDExport	LSHEHCDB	Influencer	Campaign	Liveball	Chile Express
CL_O_114685720108	DHL CL	59.999838495206	186.58844117647058	NULL	TDI_58%	NULL	445.8072	180.0	6	54.17	TDImport	ENGMCSEQ	Influencer	Website	CSV	FedEx
CL_O_114705609588	DHL CL	58.00083927822073	65.9745	NULL	TD3_39%	NULL	107.235	240.0	3	10.0	TD3rd	AUTOARFF	Influencer	Cash Customer	CSV	FedEx
CL_O_114708417038	DHL CL	53.17099277495317	7.417235294117647	NULL	TD3_18%	NULL	8.9688	120.06	1	1.0	TD3rd	ENGMINDE	Decision Maker	New Customer - New Business	Local	Freight Forwarder
CL_O_114717218711	DHL CL	59.99981792857338	130.28752941176472	NULL	TDI_51%	NULL	263.6328	60.0	4	50.0	TDImport	CSMRMDEN	Influencer	Cash Customer	CSV	FedEx
CL_O_114727995143	DHL CL	55.000619993552064	119.48849999999999	NULL	TDI_51%	NULL	241.938	117.6	12	14.79	TDImport	LSHEHCDB	Decision Maker	Campaign	Liveball	FedEx
CL_O_114729998403	DHL CL	55.000699015074055	110.3085	NULL	TDE_50%	NULL	218.8794	166.8	16	4.72	TDExport	CSMRCSDU	User	Website	CSV	FedEx
CL_O_114739597276	DHL CL	59.99990877036132	166.55876470588237	NULL	TDI_58%	NULL	394.6086	72.0	3	100.0	TDImport	TECHCOMP	Influencer	Campaign	Liveball	FedEx
CL_O_114750498053	DHL CL	50.0	64.40452941176471	NULL	TDI_45%	NULL	116.52	30.0	2	50.0	TDImport	ENGMCSEQ	User	New Customer - New Business	Manual	FedEx
CL_O_114774873371	DHL CL	40.00028568911787	30.761558823529413	NULL	TDD_17%	NULL	37.06208823529412	48.6	10	10.0	TDDom	TECHCSEL	Influencer	Campaign	Liveball	Other
CL_O_114786395397	DHL CL	45.00081628845301	31.98	NULL	TDI_38%	NULL	51.4524	27.6	2	10.0	TDImport	OTHROTHR	Influencer	Cash Customer	ISL	Other
CL_O_114786808863	DHL CL	50.000247896597365	66.72520588235294	NULL	TDI_45%	NULL	121.0182	48.0	1	60.0	TDImport	OTHROTHR	Influencer	Website	CSV	OTHER
CL_O_114809539069	DHL CL	57.99995395489114	246.02047058823533	NULL	TDI_61%	NULL	625.4736	210.0	8	60.0	TDImport	PROFCLPS	Decision Maker	Campaign	Liveball	UPS
CL_O_113352156968	DHL CL	60.083546066372705	24.916323529411763	NULL	TDE_35%	NULL	38.781	0.012	3	13.03	TDExport	ENGMCSEQ	User	New Customer - New Business	Campaign	NONE
CL_O_114173071535	DHL CL	59.999326304443024	52.81455882352942	NULL	TDI_41%	NULL	89.061	54.0	5	10.0	TDImport	PROFLOGS	Decision Maker	New Customer via SME portal	DHL Website	FedEx
CL_O_114232422605	DHL CL	37.99990249768432	25.18658823529412	NULL	TDE_33%	NULL	36.9222	45.18	1	40.0	TDExport	ENGMINDE	Influencer	Cash Customer	CSV	Other
CL_O_113678610577	DHL CL	70.00321853878339	129.65735294117647	NULL	TDI_53%	E-Commerce	279.63	95.88	50	2.0	TDImport	TECHDIST	Approver	NULL	Manual	NONE
CL_O_113679682237	DHL CL	99.9250078124406	287.5332352941177	NULL	TDD_41%	NULL	487.3448823529412	630.0	20	70.0	TDDom	ENGMMINE	Decision Maker	Website	CSV	Freight Forwarder
CL_O_113680595743	DHL CL	65.99899932159036	238.00729411764704	NULL	TDI_61%	NULL	619.9794	96.0	30	12.83	TDImport	ENGMAGRI	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_113681106857	DHL CL	69.99695709504007	12.752205882352941	NULL	TDE_27%	E-Commerce	17.7462	96.42	3	2.0	TDExport	TECHDIST	Decision Maker	NULL	Manual	NONE
CL_O_113692353802	DHL CL	40.000939099403666	9.401823529411764	NULL	TDE_25%	NULL	12.7782	13.92	1	10.0	TDExport	CSMRCSDU	Influencer	Cash Customer	CSV	FedEx
CL_O_113693521491	DHL CL	69.99695709504007	12.708529411764705	NULL	TDE_27%	E-Commerce	17.7462	96.42	3	2.0	TDExport	TECHDIST	Decision Maker	NULL	Manual	NONE
CL_O_113707232276	DHL CL	49.98717261002403	69.28544117647058	NULL	TDI_FTB1804	NULL	128.631	64.2	5	10.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	Other
CL_O_113708493691	DHL CL	50.0	22.859029411764705	NULL	TDE_33%	NULL	34.8516	39.96	1	20.0	TDExport	OTHROTHR	Influencer	Cash Customer	CSV	FedEx
CL_O_113744878279	DHL CL	79.00009866948001	364.8594705882353	NULL	TDE_74%	E-Commerce	1422.9324	1647.72	25	49.6	TDExport	CSMRCSDU	Decision Maker	NULL	Manual	FedEx
CL_O_113750730941	DHL CL	9.99584084292249	0.6300882352941176	NULL	TDD_01%	NULL	0.6364411764705882	441.0	1	1.0	TDDom	CSMRCSDU	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_113761592077	DHL CL	54.99979464552885	57.19305882352941	NULL	TDI_43%	NULL	102.2622	45.96	1	50.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	FedEx
CL_O_113761674294	DHL CL	45.000592046281106	59.513823529411766	NULL	TDI_43%	NULL	106.4106	115.74	3	25.0	TDImport	PROFCLPS	User	Consignee	ISL	Other
CL_O_113764961840	DHL CL	35.000305994595166	61.63694117647059	NULL	TDD_25%	E-Commerce	82.18138235294117	48.0	100	1.0	TDDom	FASHFASH	Approver	Campaign	Liveball	Chile Express
CL_O_113774607694	DHL CL	60.0	402.7616470588235	NULL	TD3_61%	NULL	1056.366	138.0	2	300.0	TD3rd	FASHFASH	Influencer	Cash Customer	CSV	Other
CL_O_113776667637	DHL CL	64.99793644242675	78.16676470588236	NULL	TDE_45%	NULL	145.38	132.0	30	1.0	TDExport	FASHFASH	Influencer	Campaign	Liveball	Otros
CL_O_113786613756	DHL CL	40.00064605743451	33.84264705882353	NULL	TDE_38%	NULL	55.7226	18.0	3	20.0	TDExport	ENGMINDE	Decision Maker	New Customer - New Business	Local	Other
CL_O_113749287868	DHL CL	50.000293363530226	57.37994117647059	NULL	TDI_43%	NULL	102.2622	102.0	1	50.0	TDImport	OTHROTHR	Influencer	Cash Customer	CSV	OTHER
CL_O_113678505562	DHL CL	70.00321853878339	129.65735294117647	NULL	TDI_53%	E-Commerce	279.63	95.88	50	2.0	TDImport	RETLONLI	Decision Maker	NULL	Manual	NONE
CL_O_113667262610	DHL CL	45.00075176665164	55.743352941176475	NULL	TDE_41%	NULL	95.7744	207.24	6	10.0	TDExport	LSHEHCSV	Influencer	Cash Customer	CSV	Other
CL_O_113438130736	DHL CL	40.000939099403666	30.990352941176468	NULL	TDE_37%	NULL	51.1128	1.2	4	10.0	TDExport	ENGMINDE	Influencer	Cash Customer	CSV	FedEx
CL_O_113438366679	DHL CL	70.0	110.23658823529412	NULL	TDI_51%	NULL	233.04	60.0	4	50.0	TDImport	AUTOCM12	Influencer	Cash Customer	CSV	FedEx
CL_O_113445936805	DHL CL	70.00004292637698	256.37867647058823	NULL	TDI_62%	NULL	698.871	124.38	5	70.0	TDImport	AUTOARFF	Influencer	Cash Customer	CSV	Other
CL_O_113418760485	DHL CL	59.99984651630381	110.32941176470588	NULL	TDI_51%	NULL	234.5526	114.0	3	60.0	TDImport	OTHROTHR	Approver	Website	CSV	FedEx
CL_O_113446238828	DHL CL	50.001684238892445	87.69529411764707	NULL	TDI_49%	NULL	178.122	330.0	10	10.0	TDImport	ENGMINDE	Influencer	Website	CSV	FedEx
CL_O_113451006124	DHL CL	41.000523442757796	58.94894117647058	NULL	TD3_37%	NULL	96.2856	135.6	4	12.0	TD3rd	TECHCSEL	Influencer	Cash Customer	CSV	FedEx
CL_O_113452807052	DHL CL	50.001056970721905	67.26741176470588	NULL	TD3_39%	NULL	113.532	84.0	4	10.0	TD3rd	TECHCSEL	Decision Maker	Website	CSV	Other
CL_O_113474303112	DHL CL	55.00120438395761	66.73897058823529	NULL	TDE_43%	NULL	119.5632	132.0	10	5.0	TDExport	RETLSPRT	Decision Maker	Advertising	Manual	UPS
CL_O_113485463028	DHL CL	58.00000000000001	42.50629411764706	NULL	TDI_40%	NULL	72.9	60.0	2	30.0	TDImport	OTHROTHR	Decision Maker	Website	CSV	Otros
CL_O_113485463604	DHL CL	40.0	25.02441176470588	NULL	TDI_36%	NULL	40.236	27.0	2	15.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	FedEx
CL_O_113514315060	DHL CL	54.9995357905487	149.78964705882353	NULL	TDI_57%	NULL	361.9056	193.14	8	20.0	TDImport	ENGMMINE	Decision Maker	Website	CSV	Other
CL_O_113517325869	DHL CL	59.99990101802957	112.02335294117648	NULL	TDE_52%	NULL	242.4684	240.0	2	130.0	TDExport	CSMRCSDU	Influencer	Existing Customer	CSV	Other
CL_O_113541143193	DHL CL	75.00010731594243	441.82941176470587	NULL	TDI_67%	NULL	1397.742	377.34	10	70.0	TDImport	AUTOARFF	Influencer	Campaign	Liveball	FedEx
CL_O_113582278469	DHL CL	45.00012185908216	35.190264705882356	NULL	TDD_19%	NULL	43.44458823529412	33.0	20	5.0	TDDom	TECHCSEL	Influencer	Cash Customer	CSV	FedEx
CL_O_113583952522	DHL CL	49.98480872807623	112.16117647058825	NULL	TDI_FTB1806	NULL	260.676	156.0	12	8.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	FedEx
CL_O_113603058816	DHL CL	29.99711774030841	6.029647058823529	NULL	TDE_25%	NULL	8.3268	36.18	1	2.0	TDExport	ENGMINDE	Decision Maker	New Customer - New Business	Campaign	Correos de Chile
CL_O_113637439632	DHL CL	50.00142168929184	35.190264705882356	NULL	TDD_19%	NULL	43.44458823529412	338.82	20	5.0	TDDom	CSMRCSDU	Decision Maker	Campaign	Liveball	UPS
CL_O_113646244242	DHL CL	70.00001174733364	365.95235294117646	NULL	TDI_63%	NULL	1021.5084	338.76	2	250.0	TDImport	ENGMCSEQ	Decision Maker	New Customer - New Business	External Database	UPS
CL_O_113667210363	DHL CL	50.0	47.962411764705884	NULL	TDI_41%	NULL	82.404	54.0	2	70.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_113494059853	DHL CL	35.00167813391509	10.423676470588235	NULL	TDE_25%	NULL	14.3016	39.0	1	5.0	TDExport	CSMRPERS	Decision Maker	Website	CSV	Other
CL_O_114232471025	DHL CL	44.97749376122396	17.0325	NULL	TDI_FTB1802	NULL	25.7262	13.8	1	10.0	TDImport	FASHFASH	Influencer	Cash Customer	CSV	Other
CL_O_113794690276	DHL CL	59.99984651630381	112.58576470588237	NULL	TDI_51%	NULL	234.5526	93.78	3	60.0	TDImport	FASHFASH	Decision Maker	Website	CSV	Other
CL_O_113808418160	DHL CL	54.999675676677455	69.66617647058824	NULL	TDI_45%	NULL	129.5004	58.26	2	30.0	TDImport	OTHROTHR	Decision Maker	Website	CSV	Other
CL_O_113938952687	DHL CL	50.003862229965755	61.68423529411765	NULL	TDD_25%	E-Commerce	82.24447058823529	36.0	100	1.0	TDDom	LSHEHCDB	NULL	Campaign	Liveball	Other
CL_O_113949696114	DHL CL	24.99923951596712	24.07535294117647	NULL	TDD_17%	NULL	29.00629411764706	12.0	20	3.0	TDDom	PROFSVCP	Decision Maker	Campaign	Liveball	Correos de Chile
CL_O_113949777202	DHL CL	45.00038185845053	33.244323529411766	NULL	TDI_38%	NULL	54.9942	12.96	1	25.0	TDImport	PROFSVCP	Influencer	Cash Customer	CSV	Other
CL_O_113972988242	DHL CL	48.001451570335185	90.45564705882353	NULL	TDI_49%	NULL	181.872	384.0	14	8.86	TDImport	PROFLOGS	Influencer	Cash Customer	CSV	FedEx
CL_O_113998661324	DHL CL	65.00012299094294	238.24914705882355	NULL	TDI_60%	NULL	609.801	10.8	5	87.3	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	OTHER
CL_O_114008281571	DHL CL	50.0	75.3864705882353	NULL	TDI_47%	NULL	146.4	73.2	10	10.0	TDImport	ENGMINDE	Influencer	Campaign	Liveball	Other
CL_O_114010004473	DHL CL	48.00080843466837	88.25735294117646	NULL	TDI_49%	NULL	178.122	12.42	10	10.0	TDImport	FASHFASH	Influencer	Campaign	Liveball	Other
